title,label
이화전기 현대중공업과 51억 주파수 변환기 공급 계약,1
이화전기 수주공시  주파수변환기 물품공급계약 51억원 매출액대비 1213,1
fnRASSI이화전기024810 현재 1378 ↑,0
잠정실적이화전기 작년 4Q 매출액 202억14 영업이익 71억흑자전환 개별,1
이화전기 10 이상 상승 기관 29일 연속 순매수163주,1
제목,0
인트로메딕 캡슐내시경 2종 中 의료기기 허가 획득,0
인트로메딕 美 FDA 캡슐 내시경 가정 이용 허가 소식에 급등,1
한국코퍼레이션 MA 우선협상대상자로 인트로메딕’ 선정,1
인트로메딕 주가 2450원 전일대비 297,0
인트로메딕 인체통신기반 캡슐내시경 식약처 허가 완료,0
인트로메딕 10 이상 상승 전일 외국인 대량 순매수,1
인트로메딕 코로나19 극복 위해 대한태권도협회에 살균소독제 기증,0
인트로메딕 10 이상 상승 주가 상승 흐름 단기 이평선 정배열 중기 이평선 역배열,1
인트로메딕 필립스그룹과 전기자전거·전기오토바이 사업 추진,0
인트로메딕 10 이상 상승 주가 상승 중 단기간 골든크로스 형성,1
이엠앤아이 최대주주 인트로메딕으로 변경,0
인트로메딕 관계사 이엠앤아이 주식 300만주 추가 취득,0
인트로메딕 10 이상 상승 단기·중기 이평선 정배열로 상승세,1
인트로메딕 20억원 규모 전환사채 취득후 재매각,0
인트로메딕 코로나19 진단키트 미국 진출에 박차,1
인트로메딕 수주공시  인트로메딕 살균소독제 300ml 제품 판매 계약 9억원 매출액대비 912,1
인트로메딕 코로나19 검체키트 요청에 미국에 샘플 발송,0
인트로메딕 10 이상 상승 주가 반등 시도 단기 이평선 역배열 구간,1
특징주인트로메딕 살균소독제 수주 소식에 강세,1
인트로메딕 22억원 규모 살균소독제 수주,0
제목,0
장원테크 코로나19 백신 및 치료제 사업 추진사업목적 추가,0
장원테크 제7차 50억원 CB 전환가액 1520원으로 조정,0
장원테크 필룩스 대상 60억 전환사채 발행 결정,0
장원테크 검색 상위 랭킹 주가 213,0
필룩스 장원테크 주식비율 3포인트 감소,0
장원테크 50억 규모 사모 전환사채 발행 결정,0
fnRASSI장원테크174880 전일대비 1029 상승,1
이엑스티 장원테크 대상 50억원 규모 3자 배정 유증 결정,0
장원테크 최대주주 필룩스 대상 50억 규모 유상증자 결정,0
장원테크 10 이상 상승 주가 반등 시도 단기·중기 이평선 역배열,1
장원테크 작년 연결 영업이익 적자 전환,1
장원테크 10 이상 상승 전일 외국인 대량 순매수,1
장원테크 에프앤에이치조합 주식 120억에 취득,0
장원테크 10 이상 상승 단기·중기 이평선 정배열로 상승세,1
장원테크 10 이상 상승 전일 기관 대량 순매수,1
fnRASSI장원테크174880 현재 1038,0
장원테크 10 이상 상승 기관 4일 연속 순매수18만주,1
fnRASSI장원테크 전일대비 1393 상승,1
장원테크 10 이상 상승 전일 외국인 대량 순매수,1
장원테크 10 이상 상승 주가 상승 중 단기간 골든크로스 형성,1
제목,0
거래소 제너셈 불성실공시법인 지정,-1
거래소 제너셈 불성실공시법인 지정 예고,-1
제너셈 “한미반도체로부터 11억 손배소”,0
fnRASSI제너셈217190 1774 상승,1
제너셈 23억원 규모 반도체 후공정 장비 공급계약,1
코스닥 공시 HB테크놀러지  제너셈,0
제너셈 수주공시  반도체 후공정 자동화장비 315억원 매출액대비 852,0
제너셈 아이티엠반도체와 43억 규모 반도체 장비 공급 계약,1
fnRASSI제너셈 국영지앤엠 등 31종목 52주 신고가 경신,1
fnRASSI제너셈 52주 신고가884 ↑,1
제너셈 주당 50원 현금배당 결정,0
제너셈 지난해 영업익 31억원4년만에 흑전,0
공시＋제너셈 4년만에 흑자전환 성공,1
제너셈 지난해 영업익 31억원4년만에 흑자전환,1
제너셈 지난해 영업익 30억흑자전환,1
제너셈 지난해 영업이익 31억원흑자전환,1
잠정실적제너셈 작년 4Q 영업이익 126억원 전년동기比 큰 폭 증가 개별,1
제너셈 3분기 영업익 8억흑자전환,1
제너셈 3분기 영업이익 8억원흑자전환,1
fnRASSI제너셈217190 1797 상승,1
제목,0
기업 자금조달제넨바이오③ 폐기물 처리업 지속 위해 117억 투자,0
기업 자금조달제넨바이오② 이종이식 플랫폼 구축 위한 투자 지속,0
기업 자금조달제넨바이오① 대규모 증자로 성장 동력 찾기,1
제넨바이오 5157억원 유증 결정 첨단재생의료 선점 기반 만든다,0
제넨바이오 5157억원 규모 유상증자 결정주당 05주 배정 무상증자도,1
제넨바이오 이종이식 연구개발 위한 형질전환센터 개소,0
거래소 제넨바이오 불성실 공시법인 지정,0
서울대·제넨바이오·길병원 무균돼지 췌도 이식 당뇨환자에 이식할 임상 신청,0
수익률 55태풍 수혜주로 뜬 제넨바이오,1
코스닥 기업공시 21일 제넨바이오 등,0
코스닥 공시 네오펙트  푸른기술  제넨바이오,0
한국거래소 “제넨바이오 불성실공시법인 지정 예고”,-1
제넨바이오 경산 폐기물처리시설용지 130억원 매입,0
제넨바이오 세계 최초 이종 장기 이식 임상 기대감에 강세,1
제넨바이오 검색 상위 랭킹 주가 247,0
제넨바이오 주가 2355원 전일대비 126,0
제넨바이오 검색 상위 랭킹 주가 561,0
제넨바이오 검색 상위 랭킹 주가 465,0
제넨바이오 10 이상 상승 전일 외국인 대량 순매수,1
제넨바이오 폐기물처리 테마 상승세에 588 ↑,1
제목,0
제일테크노스 “박 사외이사윤석열 총장 대학교 동문일 뿐 회사와 무관”,0
제일테크노스 현저한 시황변동 관련 별도 공시할 정보 없어,0
제일테크노스 검색 상위 랭킹 주가 066,0
fnRASSI제일테크노스 52주 신고가162 ↑,1
제일테크노스 52주 신고가 경신 단기·중기 이평선 정배열로 상승세,1
제일테크노스 10 이상 상승 단기·중기 이평선 정배열로 상승세,1
제일테크노스 52주 신고가 경신 전일 외국인 대량 순매수,1
제일테크노스 10 이상 상승 전일 외국인 대량 순매수,1
fnRASSI제일테크노스 SK바이오팜 등 35종목 52주 신고가 경신,1
fnRASSI제일테크노스 52주 신고가2324 ↑,1
fnRASSI제일테크노스038010 전일대비 1424 상승,1
제일테크노스 주당 90원 현금배당 결정,0
제일테크노스 3월23일 정기주총 개최,0
제일테크노스 주당 90원 현금배당 결정,0
잠정실적제일테크노스 작년 4Q 영업이익 급감 3000만원 전년동기比 97↓ 연결,1
제일테크노스 지난해 영업익 56억전년비 368↓,0
제목,0
제주반도체 “시황 변동 중요 정보 없어” 답변 공시,0
제주반도체·디젠스 “현저한 시황변동 사유없다”,0
거래소 제주반도체에 현저한 시황변동 관련 조회공시 요구,0
제주반도체 코로나 악재 뚫고 깜짝 실적 올려,0
특징주 제주반도체 中 반도체 자급 핵심 반도체 기업 전폭 지원 소식에↑,0
제주반도체 10 이상 상승 주가 상승세 단기 이평선 역배열 구간,1
제주반도체 10 이상 상승 주가 반등 시도 단기·중기 이평선 역배열,1
제주반도체 자사주 40만주 취득 결정,0
제주반도체 10억규모 자기주식 취득 결정,0
제주반도체 11억원 규모 자기주식 취득 결정,0
제주반도체 10억4500만원 규모 자사주 취득 결정,0
제주반도체 10 이상 상승 단기·중기 이평선 정배열로 상승세,1
제목,0
초록뱀미디어 드라마 결혼작사 이혼작곡 공급계약112억원 규모,1
초록뱀 임성한 신작 112억원 규모에 TV조선과 공급계약 체결,1
W홀딩컴퍼니 초록뱀미디어 주식 150억원에 취득,0
초록뱀 인도네시아 최대 미디어그룹과 맞손 한류 콘텐츠 확산,0
빅히트 수혜株부터 찜하는 개미들초록뱀 85↑,1
딸람이 알려주는 오늘의 특징주카카오게임즈·초록뱀·SK케미칼·휴마시스,0
기업공시 9월 9일우리들휴브레인 50억 규모 초록뱀 CB 취득 등,0
초록뱀 123억원 규모 전환사채 발행,0
itM BTS 효과에 초록뱀 20 급등,1
BTS 드라마 제작’ 초록뱀이 대주주로 콘텐츠 개발 등 시너지 fn 종목 돋보기,0
특징주초록뱀 BTS 빌보드 핫 100’ 1위 경제 효과 17조입영 연기 기대,1
스카이이앤엠 초록뱀미디어로 최대주주 변경,0
BTS 한국 가수 최초 빌보드 싱글 1위초록뱀 등 방탄소년단 관련주에도 관심,1
빌보드 싱글 1위 호재넷마블·초록뱀 등 BTS 관련주 급등,1
스카이앤엠 최대주주 뉴원글로벌조합→초록뱀미디어,0
초록뱀 김상헌·최진욱 각자 대표이사 체제로 변경,0
초록뱀 427억원 유증 청약률 10018,0
초록뱀 검색 상위 랭킹 주가 317,0
fnRASSI초록뱀 전일대비 937 상승,1
특징주초록뱀 한한령 완화땐 드라마 제작산업 시총 2조 증가BTS 드라마 제작 기대,1
제목,0
특징주컬러레이 중국 광군제 겨냥 신사업 소식에 강세’,1
컬러레이홀딩스 中 광군제 겨냥 유통 신사업 본격 시동,0
컬러레이홀딩스 2분기 영업이익 5455만위안전년比 75↓,1
컬러레이홀딩스 2분기 영업이익 96억원전년比 386↓,1
공시 컬러레이홀딩스 2Q 매출 456억中 온라인 시장 적극 공략,0
컬러레이 2Q 영업이익 964억전년比 386↓,1
컬러레이 2분기 영업익 96억원전년대비 4 감소,0
컬러레이코리아 코스맥스·한국콜마에 펄 제품 공급,0
컬러레이코리아 코스맥스한국콜마주식회사 기업에 자사 펄 제품 공급,0
컬러레이코리아 코스맥스·한국콜마에 펄 제품 공급,0
컬러레이코리아 코스맥스·한국콜마에 자사 펄 제품 공급,0
컬러레이 더칭컬러레이수출입유한공사 신규 자회사 편입,0
저장컬러레이과기발전 더칭컬러레이수출입에 17억원 출자,0
컬러레이 컬러레이코리아 지분 100 취득 결정,0
컬러레이 컬러레이코리아 주식 2만주 취득지분 100,0
컬러레이 10 이상 상승 전일 외국인 대량 순매수,1
컬러레이 15 이상 상승 전일 외국인 대량 순매수,1
컬러레이 10 이상 상승 주가 상승세 단기 이평선 역배열 구간,1
제목,0
특징주케이피엠테크 휴머니젠 美 국립보건원 코로나19 대규모 임상 프로그램 선정,1
특징주 케이피엠테크 휴머니젠 나스닥 상장 소식에 연일 강세’,1
케이피엠테크텔콘RF제약 투자 美바이오사 휴머니젠 나스닥 상장,1
특징주 텔콘RF제약·케이피엠테크 코로나주 합류 상한가,1
마켓인사이트화학 제품 제조 업체 케이피엠테크 전환사채 발행 통해 운전자금 마련,0
특징주케이피엠테크 투자사 코로나 치료제 임상 소식에 이틀째 강세,1
케이피엠테크텔콘RF제약 휴머니젠 코로나19 치료제 미국국립보건원 후원 임상 선정,1
케이피엠테크 투자 美 휴머니젠 나스닥 상장 신청,1
케이피엠테크 상한가↑ 도달 주가 상승세 단기 이평선 역배열 구간,1
케이피엠테크 10 이상 상승 주가 상승세 단기 이평선 역배열 구간,1
케이피엠테크·텔콘RF제약 휴머니젠 美 길리어드 자회사와 ZUMA19’ 임상 첫 환자 투여,0
케이피엠테크 10 이상 상승 전일 외국인 대량 순매수,1
케이피엠테크 검색 상위 랭킹 주가 494,0
케이피엠테크 휴머니젠 코로나19藥 렘데시비르 대비 효과,0
fnRASSI케이피엠테크042040 전일대비 1455 상승,1
케이피엠테크 10 이상 상승 단기·중기 이평선 정배열로 상승세,1
케이피엠테크 휴머니젠 코로나19 임상 결과 성공적,1
fnRASSI케이피엠테크 상한가 기록,1
케이피엠테크 메르스 코로나 바이러스 테마 상승세에 866 ↑,1
케이피엠테크 검색 상위 랭킹 주가 698,0
제목,0
나파모스타트’가 지핀 제약株 열풍종근당·켐온·SK케미칼 등 급등세,1
켐온 10 이상 상승 전일 외국인 대량 순매수,1
켐온 SK바이오사이언스의 코로나19 백신 비임상 시험 진행,0
켐온 10 이상 상승 전일 외국인 대량 순매수,1
켐온 SK바이오사이언스 코로나19 백신 비임상 시험 진행,0
켐온 연구생산능력 확충·CRO사업 강화 위한 제4연구동 신축 결정,0
켐온 20억 규모 독성시험 연구계약 체결,1
켐온 수주공시  복합제의 설치류를 이용한 독성시험 208억원 매출액대비 107,0
켐온 작년 영업익 19억전년비 207 증가,0
켐온 지난해 영업익 19억전년비 207↑,0
켐온 지난해 영업익 19억전년비 207↑,0
잠정실적켐온 작년 4Q 매출액 56억09 영업이익 81억88 개별,1
제목,0
코데즈컴바인 마스크·의약품 판매업 사업목적 추가,0
코데즈컴바인 검색 상위 랭킹 주가 659,0
특징주 코데즈컴바인 애국테마주에 품절주까지겹호재에 강세,1
코데즈컴바인 日제품 불매운동수혜 테마 상승세에 685 ↑,1
코데즈컴바인 10 이상 상승 주가 상승세 단기 이평선 역배열 구간,1
코데즈컴바인 10 이상 상승 전일 외국인 대량 순매수,1
코데즈컴바인 959 VI 발동,0
코데즈컴바인 日제품 불매운동수혜 테마 상승세에 714 ↑,1
코데즈컴바인 검색 상위 랭킹 주가 00,0
fnRASSI코데즈컴바인 전일대비 1224 상승,1
fnRASSI코데즈컴바인 305 오르며 거래량 증가,0
코데즈컴바인 15 이상 상승 단기·중기 이평선 정배열로 상승세,1
코데즈컴바인 日제품 불매운동수혜 테마 상승세에 593 ↑,1
fnRASSI코데즈컴바인047770 현재 2375,0
코데즈컴바인 10 이상 상승 주가 상승세 단기 이평선 역배열 구간,1
코데즈컴바인 작년 연결 영업이익 38 증가,1
코데즈컴바인 작년 영업익 50억전년비 38 증가,0
코데즈컴바인 지난해 영업익 50억전년비 38↑,0
코데즈컴바인 10 이상 상승 20193Q 매출액 98억150 영업이익 16억775,1
코데즈컴바인 135억 규모 토지·건물 양도 결정,0
제목,0
코디엠 삼부토건 연말 이익 대폭 증가에 보유 주식가치 급증,1
코디엠 당진시 등 충남도 6개 시군 등과 합동 투자협약 체결,0
이번주 증시 캘린더코디엠·세미콘라이트 일반공모유상청약청호컴넷 등 상호 변경,0
코디엠 상장적격성 실질심사 피했다소액주주 불안 잠식,1
거래소 코디엠 불성실공시법인 지정,-1
코디엠 10억원 규모 일반공모 유상증자 결정,0
코디엠 75억원 규모 CB 납입 완료불성실공시법인 우려 해소,-1
코디엠 불성실공시법인 지정에 상장폐지 적신호소액주주 피해 우려,1
코디엠 65억원 담보 제공 해제,0
코디엠 지배구조 개선 MA 박차황정훈 대표 다수 인수 제안 투자처 물색중,1
코디엠 대표이사 변경,0
이에스브이 최대주주 코디엠→경남바이오파마로 변경,0
코디엠 주가 385원 103 게시판 북적,0
코디엠 커뮤니티 활발 주가 346,0
코디엠 커뮤니티 활발 주가 344,0
fnRASSI코디엠224060 전일대비 1548 상승,1
특징주코디엠 급등세알츠하이머 조기진단 특허 기술 출원,1
코디엠 20 이상 상승 단기·중기 이평선 정배열로 상승세,1
코디엠 자회사 파마웍스 혈액으로 알츠하이머 조기진단 가능 특허 출원,1
코디엠 상한가↑ 도달 주가 상승 중 단기간 골든크로스 형성,1
제목,0
공시 코렌 21일 권리락 발생,-1
코렌 보급형 카메라모듈 렌즈 사업 확대하웨이發 반사이익 기대,1
코렌 최대주주 유상증자 100 참여 결정하반기 실적 본격화 기대,1
코렌 정부 스마트폰용 폴디드 줌 렌즈 개발 국책 과제 참여,0
코렌 6400만 화소 렌즈 시장 출사표베트남 공장 통해 하반기부터 공급,0
특징주 코렌 대규모 유증 결정에 급락,-1
공시 코렌 베트남 공장 증설 180억 규모 투자 유치,0
코렌 180억 주주배정 유상증자,0
코렌 544 상승폭 확대,1
코렌 10 이상 상승 주가 상승 중 단기간 골든크로스 형성,1
코렌 94억원 규모 파생상품 금융부채 평가손실 발생,-1
코스닥 공시 플레이위드  제이웨이  코렌 등,0
코렌 해외 계열사에 54억원 채무보증 연장,0
코렌 지난해 영업이익 32억원전년대비 26 감소,1
코렌 10 이상 상승 단기·중기 이평선 정배열로 상승세,1
코렌 80억원 규모 CB 발행 결정,0
코렌 10 이상 상승 주가 상승세 단기 이평선 역배열 구간,1
코렌 10 이상 상승 단기·중기 이평선 정배열로 상승세,1
fnRASSI코렌078650 현재 866,0
fnRASSI코렌 거래량 확대되며 3거래일 연속 하락,-1
제목,0
큐로컴 약 48억원 규모 계열사 전환사채 처분 결정,0
큐로컴 신약·백신개발 계열사 스마젠 주식 47억원에 추가취득,0
큐로컴 자회사 스마젠 72억 규모 유증 결정,0
코스닥 공시 큐로컴  에코마케팅,0
큐로컴 30억원 규모 CB 발행 결정,0
큐로컴 종속회사 큐로에프앤비 54억원 주주배정 유상증자,0
큐로컴 주가 2300원 전일대비 314,0
큐로컴 개인 투자자 관심 집중 주가 067,1
큐로컴 주가 2225원 전일대비 621,0
fnRASSI큐로컴040350 931 상승,1
큐로컴 검색 상위 랭킹 주가 146,0
큐로컴 검색 상위 랭킹 주가 185,0
큐로컴 개인 투자자 관심 집중 주가 023,1
큐로컴 검색 상위 랭킹 주가 097,0
큐로컴 외국인 6만 1827주 순매도 주가 301,-1
큐로컴 투자자 검색 급증 주가 2100원145,1
큐로컴 검색 상위 랭킹 주가 273,0
큐로컴 주가 2070원 전일대비 096,0
큐로컴 검색 상위 랭킹 주가 189,0
큐로컴 10 이상 상승 전일 외국인 대량 순매수,1
제목,0
마켓인사이트무선통신 업체 텔콘RF제약 운영 자금 위해 300억원어치 사모 전환사채 발행,0
텔콘RF제약 300억 규모 사모 CB 발행 결정,0
주식 초고수는 지금국민株 삼성전자 사자’ 텔콘RF’도 관심,1
주식 초고수는 지금신풍제약·우리들휴브레인 사고 진원생명과학·텔콘RF제약 팔아,0
케이피엠테크텔콘RF제약 투자 美바이오사 휴머니젠 나스닥 상장,1
특징주 텔콘RF제약·케이피엠테크 코로나주 합류 상한가,1
케이피엠테크텔콘RF제약 휴머니젠 코로나19 치료제 미국국립보건원 후원 임상 선정,1
텔콘RF제약 10 이상 상승 단기·중기 이평선 정배열로 상승세,1
케이피엠테크·텔콘RF제약 투자한 美휴머니젠 나스닥 상장 신청,1
케이피엠테크·텔콘RF제약 휴머니젠 美 길리어드 자회사와 ZUMA19’ 임상 첫 환자 투여,0
텔콘RF제약 엠마우스 SCD치료제 이스라엘 판매 승인,1
텔콘RF제약 외국인 2만 1463주 순매수 주가 019,1
텔콘RF제약 검색 상위 랭킹 주가 233,0
특징주 텔콘RF제약 비보존 오피란제린 임상 3b상 진행상황 발표에 강세,1
케이피엠테크·텔콘RF제약 휴머니젠 치료제 임상서 렘데시비르 대비 효과 입증,0
fnRASSI텔콘RF제약 상한가 기록,1
케이피엠테크·텔콘RF제약 휴머니젠 코로나19 치료제 CUP 임상 결과 성공적’,1
텔콘RF제약 180억원 규모 전환사채 발행 결정,0
케이피엠테크 텔콘RF제약과 코로나19 치료제 개발美휴머니젠 투자,0
텔콘RF제약 313 상승폭 확대,1
제목,0
토박스코리아 주가급등 관련 공시할 중요 정보 없다,1
거래소 토박스코리아에 시황변동 조회공시 요구,0
표토박스코리아 등 코스닥 자사주 신청내역6일,0
표토박스코리아 등 코스닥 자사주 신청내역5일,0
표토박스코리아 등 코스닥 자사주 신청내역29일,0
토박스코리아 자사주 100만주 취득 결정,0
토박스코리아 2분기 영업이익 4억원전년比 689↓,1
강세 토픽 키즈 테마 토박스코리아 490 손오공 311,1
토박스코리아 10 이상 상승 주가 상승 중 단기간 골든크로스 형성,1
토박스코리아 10 이상 상승 주가 상승 중 단기간 골든크로스 형성,1
fnRASSI토박스코리아 상한가 기록,1
토박스코리아 지난해 영업익 11억흑자전환,1
잠정실적토박스코리아 작년 4Q 매출액 667억47 영업이익 22억흑자전환 개별,1
코스닥 공시 토박스코리아  캠시스  피앤이솔루션,0
토박스코리아 10 이상 상승 20193Q 매출액 66억162 영업이익 1억흑자전환,1
토박스코리아 상한가↑ 도달 전일 외국인 대량 순매수,1
토박스코리아 10 이상 상승 20193Q 매출액 66억162 영업이익 1억흑자전환,1
토박스코리아 10 이상 상승 단기·중기 이평선 정배열로 상승세,1
제목,0
DBC·FSN 美 회사에 피인수 소식에 주가 好好’,0
퓨쳐스트림네트웍스 최대주주 변경 주식양수도 계약 체결,1
퓨쳐스트림네트웍스 PSI 인터내셔널 지분 2296 301억원에 양수,0
FSN링거워터 링티’ 에스트라와 리미티드 에디션 수분 충전 올인원’ 선봬,0
공시퓨쳐스트림네트웍스 최대주주 지분 매각 추진 확정된 바 없어,0
FSN㈜링거워터 링티’ 올리브영 전국 매장 입점,0
공시퓨쳐스트림네트웍스 6회차 CB 전환가액 1054원으로 조정,0
퓨쳐스트림네트웍스 최대주주 옐로디지털마케팅 지분 매각 추진 중,0
퓨쳐스트림네트웍스 관계사 태국 보험 스마트플랫폼 맞손,0
FSN 2분기 흑자전환 ”시장 침체 속 점진적 회복,1
거래소 퓨쳐스트림네트웍스 불성실공시법인 지정,-1
퓨쳐스트림네트웍스 100억원 CB 전환가액 1080원으로 조정,0
FSN링거워터 링티’ 여름 한정판 링티X야놀자’ 콜라보 진행,0
FSN 식스네트워크 유틸리티 토큰 식스’ 코인원 상장,1
거래소 공시지연’ 퓨쳐스트림네트웍스 불성실공시법인 지정예고,-1
퓨처스트림네트웍스 최대주주 지분 매각 추진 중 확정된 것 없어,0
퓨쳐스트림네트웍스 “종속회사 Yello Digital Marketing 흡수합병”,0
FSN링거워터 링티 여름 TV광고 온에어김연경 댄스 실력 뿜뿜,0
FSN링거워터 배구여제 김연경 선수와 링티 전속모델 계약,1
FSN ASIA 암호화폐 식스 디지털지갑 클립과 협업,1
제목,0
fn종목 돋보기 필로시스헬스케어 고점 찍자 수백억대 CB 물량주가 급락에 주주 혼란,-1
필로시스헬스케어 60억원 규모 단기차입금 만기 전 상환,0
마켓인사이트방문 간호사에 코로나 키트까지사업 보폭 넓히는 필로시스헬스케어 사모채 발행,0
특징주마이더스AI 필로시스헬스케어 검체채취키트 대규모 공급 소식에 상승,1
필로시스헬스케어 50억원 규모 전환사채 발행,0
필로시스헬스케어 120억원 규모 코로나19 검체채취키트 공급 계약,1
특징주필로시스헬스케어 진단키트 유럽 인증에 강세’,1
코스닥 기업공시 17일 필로시스헬스케어 등,0
필로시스헬스케어 32억원 규모 공급계약,1
코스닥 공시 필로시스헬스케어,0
필로시스헬스케어 검체채취키트 특허 출원,1
딸람이 알려주는 오늘의 특징주필로시스헬스케어·수젠텍·바디텍메드·신성이엔지,0
코스닥 기업공시 7일 필로시스헬스케어 등,0
코스닥 공시 필로시스헬스케어  케이엔더블유,0
필로시스헬스케어 30억어치 코로나19 검체채취키트 공급 계약,1
특징주필로시스헬스케어 4거래일 연속 약세’,-1
필로시스헬스케어 日 스미토모와 진단키트 수출 국가 확대,0
필로시스헬스케어 약세 전환7000원→4600원,-1
특징주거래정지 끝난 후에도 상한가필로시스헬스케어 6일 연속 上,1
상한가 행진 필로시스헬스케어·시스웍유증대상자 好好’,1
제목,0
fnRASSI한국컴퓨터 146 오르며 거래량 증가,0
공시 한국컴퓨터 지난해 영업익 72억원흑자전환,1
한국컴퓨터 보통주 1주당 130원 현금 배당,0
한국컴퓨터 지난해 영업익 72억흑자전환,1
한국컴퓨터 주당 130원 현금배당 결정,0
한국컴퓨터 1주당 130원 현금배당 결정,0
fnRASSI한국컴퓨터 52주 신고가312 ↑,1
한국컴퓨터 52주 신고가 경신 단기·중기 이평선 정배열로 상승세,1
fnRASSI한국컴퓨터 52주 신고가676 ↑,1
한국컴퓨터 52주 신고가 경신 단기·중기 이평선 정배열로 상승세,1
fnRASSI한국컴퓨터 52주 신고가192 ↑,1
한국컴퓨터 52주 신고가 경신 단기·중기 이평선 정배열로 상승세,1
제목,0
한국테크놀로지그룹 사명 변경 검토,0
특징주 한국테크놀로지그룹 한국테크놀로지 고소에도 강세,1
한국테크놀로지그룹 社名 분쟁 재점화,0
시그널 캐스팅보트 부담스러웠나국민연금 한국테크놀로지그룹 지분 잇달아 매각,0
특징주한국테크놀로지그룹 경영권 분쟁 심화 관측에 상승,1
특징주 한국테크놀로지그룹 경영권 분쟁 가능성에 강세’,1
특징주장남 반기든 한국테크놀로지그룹 52주 신고가,1
딸람이 알려주는 오늘의 특징주 이슈진원생명과학·신풍제약·한국테크놀로지그룹 등,0
한국테크놀로지그룹 중립 선언 차녀 가세땐 승계분쟁 격랑,0
특징주한국테크놀로지그룹 후계 구도 갈등 본격화에 급등,1
한국테크놀로지그룹 형제의 난 발발장중 상한가,1
NH證 한국테크놀로지그룹 최대주주 변경 영향 제한적,0
한국테크놀로지그룹 1일 경영분쟁 약세마감,-1
한국테크놀로지 법원 금지에도 상호 사용 한국테크놀로지그룹에 강력 대처,0
한국테크놀로지그룹 경영권 분쟁조현범사장 9월 2심 판결이 고비,0
특징주 경영권 분쟁 가능성 재점화에한국테크놀로지그룹 장중 급등세,1
한국테크놀로지그룹 경영권분쟁 법정으로,0
애플 안부럽네 혁신 샘솟는 한국테크놀로지그룹 신사옥,0
단독주주 반발에도한국테크놀로지그룹의 기묘한 보은 인사,0
한국테크놀로지그룹 5 이상 상승 전일 기관 대량 순매수,1
제목,0
한네트 현저한 시황변동 관련 공시할 중요 정보 없다,0
한네트 “최근 현저한 시황변동 사유 없다”,0
거래소 한네트에 주가 급등 관련 조회공시 요구,1
한네트 10 이상 상승 주가 상승세 단기 이평선 역배열 구간,1
한네트 키오스크KIOSK 테마 상승세에 1071 ↑,1
한네트 10 이상 상승 단기·중기 이평선 정배열로 상승세,1
한네트 화폐금융자동화기기 테마 상승세에 718 ↑,1
한네트 화폐금융자동화기기 테마 상승세에 507 ↑,1
fnRASSI한네트052600 현재 1342 ↑,0
한네트 10 이상 상승 단기·중기 이평선 정배열로 상승세,1
한네트 키오스크KIOSK 테마 상승세에 594 ↑,1
한네트 화폐금융자동화기기 테마 상승세에 811 ↑,1
한네트 10 이상 상승 단기·중기 이평선 정배열로 상승세,1
한네트 52주 신고가 경신 단기·중기 이평선 정배열로 상승세,1
한네트 화폐금융자동화기기 테마 상승세에 563 ↑,1
fnRASSI한네트052600 52주 신고가1834 ↑,1
fnRASSI한네트052600 52주 신고가 경신2357 ↑,1
fnRASSI한네트 486 오르며 거래량 증가,0
fnRASSI한네트052600 전일대비 1627 상승,1
fnRASSI한네트 878 오르며 거래량 증가,0
제목,0
한일진공 10억 전환사채 발행,0
특징주한일진공 최대주주 유상증자 참여에 주가↑,0
한일진공 41억 규모 제3자배정 유상증자 결정,0
포티스·한일진공투자주의 종목 속출,0
금융위 사업보고서 중요사항 거짓기재’ 한일진공에 과징금 13억 부과,0
금융위 사업보고서 거짓기재’ 한일진공에 13억 과징금,0
금융위 회계처리기준 위반 한일진공에 과징금 13억 부과,0
금융위 회계처리 위반해 순익 부풀린 한일진공에 과징금 13억,0
금융위 회계처리기준 위반 한일진공에 과징금 13억원 부과,0
증선위 회계처리 위반 트레이스‧한일진공‧한국전력기술에 과징금 부과,0
증선위 한일진공 등 3개사 조치,0
텔콘RF제약 최대주주 美기업→한일진공으로 변경,0
한일진공 15 이상 상승 전일 외국인 대량 순매수,1
한일진공 10 이상 상승 주가 상승 중 단기간 골든크로스 형성,1
한일진공 10 이상 상승 주가 상승 중 단기간 골든크로스 형성,1
fnRASSI한일진공 전일대비 117 상승,1
한일진공 10 이상 상승 최근 3일간 외국인 대량 순매수,1
제목,0
현대공업 미국 자산운용사에 자사주 2만5000주 처분,0
표현대공업 등 코스닥 자사주 신청내역7일,0
현대공업 22억원 규모 자사주 처분 결정,0
특징주현대공업 현대차 친환경차 약진투싼 하이브리드·아이오닉5 기대주 줄줄이 등판,1
특징주현대공업 신형 투싼 부품 공급 소식에 이틀 연속 급등’,1
특징주현대공업 현대차 투싼 대규모 공급계약전기·수소차 부품도 안정공급,1
현대공업 2분기 영업이익 23억원전년比 21163↑,1
현대공업 2분기 영업익 23억전년비 2116↑,0
현대공업 2Q 영업익 23억원전년비 1194↑,0
현대공업 10 이상 상승 전일 외국인 대량 순매수,1
현대공업 167 VI 발동,0
fnRASSI현대공업170030 941 상승,1
현대공업 10 이상 상승 외국인 5일 연속 순매수111만주,1
fnRASSI현대공업170030 52주 신고가1269 ↑,1
현대공업 52주 신고가 경신 단기·중기 이평선 정배열로 상승세,1
현대공업 “시황 변동 중요 정보 없어” 답변 공시,0
